"Class_ID","Department","Number","Section","Name_SOLAR","Section_ID","Title_Catalog","Instructor","Days","Time","Enrolled","Units","Mode","Type","term","crn","note","title","xlist","xlist_crn","instructor","group","theme","graduate_level","year_long","subject","status","units","quarter","duration","no_prereq","days","time","location","meetings","seats_available","reserved_seats","instruction_mode","Students","Seats","Percent_Fill","Level"
"BIOL 211 Scientific Lit & Discourse","BIOL",211,"S","Scientific Lit & Discourse","BIOL 211 S","BIOL 211 S - Scientific Lit & Discourse","Zornik","F
F","12:00 - 12:50
13:10 - 14:30","7 of 24",0.5,"In-Person Instruction Only","CONFERENCE","Spring 2024",30225,NA,"Scientific Lit & Discourse","[]","[]","Zornik, Erik","[]","[]",NA,"N","Biology","active",0.5,NA,"1 semester","N","['F', 'F']","['12:00-12:50', '13:10-14:30']","['BIOL 19', 'BIOL 200A']","[['Friday', '1200', '1250', 'BIOL 19'], ['Friday', '1310', '1430', 'BIOL 200A']]","any students, new students","N","In-Person Instruction Only",7,24,0.291666666666667,2
"BIOL 273 Evolution","BIOL",273,"S","Evolution","BIOL 273 S","BIOL 273 S - Evolution","Schaack","TuTh","10:30 - 11:50","20 of 24",1,"In-Person Instruction Only","LECTURE","Spring 2024",31332,NA,"Evolution","[]","[]","Schaack, Sarah","['3']","['Environmental Studies']",NA,"N","Biology","active",1,NA,"1 semester","N","['TuTh']","['10:30-11:50']","['CHEM 301']","[['Tuesday', '1030', '1150', 'CHEM 301'], ['Thursday', '1030', '1150', 'CHEM 301']]","any students, new students","N","In-Person Instruction Only",20,24,0.833333333333333,2
"BIOL 313 Forest Canopy Ecophysiology","BIOL",313,"S01","Forest Canopy Ecophysiology","BIOL 313 S01","BIOL 313 S01 - Forest Canopy Ecophysiology","Prather","WF
W","8:30 - 9:50
13:10 - 17:00","13 of 16",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",30995,NA,"Forest Canopy Ecophysiology","[]","[]","Prather, Hannah","['3', '3+']","['Environmental Studies']",NA,"N","Biology","active",1,NA,"1 semester","N","['WF', 'W']","['08:30-09:50', '13:10-17:00']","['BIOL 19', 'BIOL 21']","[['Wednesday', '0830', '0950', 'BIOL 19'], ['Friday', '0830', '0950', 'BIOL 19'], ['Wednesday', '1310', '1700', 'BIOL 21']]","any students, new students","N","In-Person Instruction Only",13,16,0.8125,3
"BIOL 313 Forest Canopy Ecophysiology","BIOL",313,"S02","Forest Canopy Ecophysiology","BIOL 313 S02","BIOL 313 S02 - Forest Canopy Ecophysiology","Prather","WF
Th","8:30 - 9:50
13:40 - 17:30","11 of 16",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",30996,NA,"Forest Canopy Ecophysiology","[]","[]","Prather, Hannah","['3', '3+']","['Environmental Studies']",NA,"N","Biology","active",1,NA,"1 semester","N","['WF', 'Th']","['08:30-09:50', '13:40-17:30']","['BIOL 19', 'BIOL 21']","[['Wednesday', '0830', '0950', 'BIOL 19'], ['Friday', '0830', '0950', 'BIOL 19'], ['Thursday', '1340', '1730', 'BIOL 21']]","any students, new students","N","In-Person Instruction Only",11,16,0.6875,3
"BIOL 332 Vascular Plant Diversity","BIOL",332,"S01","Vascular Plant Diversity","BIOL 332 S01","BIOL 332 S01 - Vascular Plant Diversity","Karoly","MWF
W","11:00 - 11:50
13:10 - 17:00","12 of 16",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",30997,NA,"Vascular Plant Diversity","[]","[]","Karoly, Keith","['3', '3+']","['Environmental Studies']",NA,"N","Biology","active",1,NA,"1 semester","N","['MWF', 'W']","['11:00-11:50', '13:10-17:00']","['LIB 340', 'BIOL 219']","[['Monday', '1100', '1150', 'LIB 340'], ['Wednesday', '1100', '1150', 'LIB 340'], ['Friday', '1100', '1150', 'LIB 340'], ['Wednesday', '1310', '1700', 'BIOL 219']]","any students, new students","N","In-Person Instruction Only",12,16,0.75,3
"BIOL 332 Vascular Plant Diversity","BIOL",332,"S02","Vascular Plant Diversity","BIOL 332 S02","BIOL 332 S02 - Vascular Plant Diversity","Karoly","MWF
Th","11:00 - 11:50
13:40 - 17:30","11 of 16",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",30998,NA,"Vascular Plant Diversity","[]","[]","Karoly, Keith","['3', '3+']","['Environmental Studies']",NA,"N","Biology","active",1,NA,"1 semester","N","['MWF', 'Th']","['11:00-11:50', '13:40-17:30']","['LIB 340', 'BIOL 219']","[['Monday', '1100', '1150', 'LIB 340'], ['Wednesday', '1100', '1150', 'LIB 340'], ['Friday', '1100', '1150', 'LIB 340'], ['Thursday', '1340', '1730', 'BIOL 219']]","any students, new students","N","In-Person Instruction Only",11,16,0.6875,3
"BIOL 358 Microbiology","BIOL",358,"S01","Microbiology","BIOL 358 S01","BIOL 358 S01 - Microbiology","Mellies","MWF
Th","10:00 - 10:50
13:40 - 17:30","Full (no wait list available)",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",31000,NA,"Microbiology","[]","[]","Mellies, Jay","['3', '3+']","[]",NA,"N","Biology","active",1,NA,"1 semester","N","['MWF', 'Th']","['10:00-10:50', '13:40-17:30']","['BIOL 19', 'BIOL 107']","[['Monday', '1000', '1050', 'BIOL 19'], ['Wednesday', '1000', '1050', 'BIOL 19'], ['Friday', '1000', '1050', 'BIOL 19'], ['Thursday', '1340', '1730', 'BIOL 107']]",NA,"N","In-Person Instruction Only",NA,NA,1,3
"BIOL 358 Microbiology","BIOL",358,"S02","Microbiology","BIOL 358 S02","BIOL 358 S02 - Microbiology","Mellies","MWF
F","10:00 - 10:50
13:10 - 17:00","Full (no wait list available)",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",31001,NA,"Microbiology","[]","[]","Mellies, Jay","['3', '3+']","[]",NA,"N","Biology","active",1,NA,"1 semester","N","['MWF', 'F']","['10:00-10:50', '13:10-17:00']","['BIOL 19', 'BIOL 107']","[['Monday', '1000', '1050', 'BIOL 19'], ['Wednesday', '1000', '1050', 'BIOL 19'], ['Friday', '1000', '1050', 'BIOL 19'], ['Friday', '1310', '1700', 'BIOL 107']]",NA,"N","In-Person Instruction Only",NA,NA,1,3
"BIOL 363 Genes, Genetics, & Genomes","BIOL",363,"S01","Genes, Genetics, & Genomes","BIOL 363 S01","BIOL 363 S01 - Genes, Genetics, & Genomes","Coate","TuTh
Tu","10:30 - 11:50
13:40 - 17:30","Full (no wait list available)",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",30169,NA,"Genes, Genetics, & Genomes","[]","[]","Coate, Jeremy","['3', '3+']","[]",NA,"N","Biology","active",1,NA,"1 semester","N","['TuTh', 'Tu']","['10:30-11:50', '13:40-17:30']","['BIOL 19', 'BIOL 105']","[['Tuesday', '1030', '1150', 'BIOL 19'], ['Thursday', '1030', '1150', 'BIOL 19'], ['Tuesday', '1340', '1730', 'BIOL 105']]",NA,"N","In-Person Instruction Only",NA,NA,1,3
"BIOL 363 Genes, Genetics, & Genomes","BIOL",363,"S02","Genes, Genetics, & Genomes","BIOL 363 S02","BIOL 363 S02 - Genes, Genetics, & Genomes","Coate","TuTh
W","10:30 - 11:50
13:10 - 17:00","Full (no wait list available)",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",30999,NA,"Genes, Genetics, & Genomes","[]","[]","Coate, Jeremy","['3', '3+']","[]",NA,"N","Biology","active",1,NA,"1 semester","N","['TuTh', 'W']","['10:30-11:50', '13:10-17:00']","['BIOL 19', 'BIOL 105']","[['Tuesday', '1030', '1150', 'BIOL 19'], ['Thursday', '1030', '1150', 'BIOL 19'], ['Wednesday', '1310', '1700', 'BIOL 105']]",NA,"N","In-Person Instruction Only",NA,NA,1,3
"BIOL 372 Cellular Biology","BIOL",372,"S01","Cellular Biology","BIOL 372 S01","BIOL 372 S01 - Cellular Biology","Applewhite","MW
W","8:30 - 9:50
13:10 - 17:00","14 of 17",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",31002,NA,"Cellular Biology","[]","[]","Applewhite, Derek","['3', '3+']","[]",NA,"N","Biology","active",1,NA,"1 semester","N","['MW', 'W']","['08:30-09:50', '13:10-17:00']","['PSYCH 105', 'BIOL 207']","[['Monday', '0830', '0950', 'PSYCH 105'], ['Wednesday', '0830', '0950', 'PSYCH 105'], ['Wednesday', '1310', '1700', 'BIOL 207']]","any students, new students","N","In-Person Instruction Only",14,17,0.823529411764706,3
"BIOL 372 Cellular Biology","BIOL",372,"S02","Cellular Biology","BIOL 372 S02","BIOL 372 S02 - Cellular Biology","Applewhite","MW
Th","8:30 - 9:50
13:40 - 17:30","Full (no wait list available)",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",30521,NA,"Cellular Biology","[]","[]","Applewhite, Derek","['3', '3+']","[]",NA,"N","Biology","active",1,NA,"1 semester","N","['MW', 'Th']","['08:30-09:50', '13:40-17:30']","['PSYCH 105', 'BIOL 207']","[['Monday', '0830', '0950', 'PSYCH 105'], ['Wednesday', '0830', '0950', 'PSYCH 105'], ['Thursday', '1340', '1730', 'BIOL 207']]",NA,"N","In-Person Instruction Only",17,17,1,3
"BIOL 431 Sem: Developmental Neurobio","BIOL",431,"S01","Sem: Developmental Neurobio","BIOL 431 S01","BIOL 431 S01 - Sem: Developmental Neurobio","Cerveny","Th","18:10 - 20:30","16 of 24",0.5,"In-Person Instruction Only","CONFERENCE","Spring 2024",30983,NA,"Sem: Developmental Neurobio","[]","[]","Cerveny, Kara","['3']","[]",NA,"N","Biology","active",0.5,NA,"1 semester","N","['Th']","['18:10-20:30']","['LIB 340']","[['Thursday', '1810', '2030', 'LIB 340']]","any students, new students","N","In-Person Instruction Only",16,24,0.666666666666667,4
"BIOL 431 Sem: Forest Canopy Research","BIOL",431,"S02","Sem: Forest Canopy Research","BIOL 431 S02","BIOL 431 S02 - Sem: Forest Canopy Research","Ramirez","Tu","13:40 - 15:00","11 of 24",0.5,"In-Person Instruction Only","CONFERENCE","Spring 2024",30984,NA,"Sem: Forest Canopy Research","[]","[]","Ramirez, Aaron","['3']","['Environmental Studies']",NA,"N","Biology","active",0.5,NA,"1 semester","N","['Tu']","['13:40-15:00']","['BIOL 200A']","[['Tuesday', '1340', '1500', 'BIOL 200A']]","any students, new students","N","In-Person Instruction Only",11,24,0.458333333333333,4
"BIOL 431 Sem: Evolution 's Rainbow","BIOL",431,"S03","Sem: Evolution 's Rainbow","BIOL 431 S03","BIOL 431 S03 - Sem: Evolution 's Rainbow","Anderson","M","14:40 - 16:00","15 of 23",0.5,"In-Person Instruction Only","CONFERENCE","Spring 2024",31330,NA,"Sem: Evolution's Rainbow","[]","[]","Anderson, Andrew","['3']","[]",NA,"N","Biology","active",0.5,NA,"1 semester","N","['M']","['14:40-16:00']","['PERF 131']","[['Monday', '1440', '1600', 'PERF 131']]","any students, new students","N","In-Person Instruction Only",15,23,0.652173913043478,4
"BIOL 431 Sem: Genome Evolution","BIOL",431,"S04","Sem: Genome Evolution","BIOL 431 S04","BIOL 431 S04 - Sem: Genome Evolution","Schaack","Tu","15:10 - 16:30","4 of 23",0.5,"In-Person Instruction Only","CONFERENCE","Spring 2024",31331,NA,"Sem: Genome Evolution","[]","[]","Schaack, Sarah","['3']","[]",NA,"N","Biology","active",0.5,NA,"1 semester","N","['Tu']","['15:10-16:30']","['BIOL 200A']","[['Tuesday', '1510', '1630', 'BIOL 200A']]","any students, new students","N","In-Person Instruction Only",4,23,0.173913043478261,4
"BIOL 470 Thesis (Biology)","BIOL",470,"Y","Thesis (Biology)","BIOL 470 Y","BIOL 470 Y - Thesis (Biology)","Staff",NA,"TBD","0 of 40",1,"Instruction mode N/A","INDEPENDENT STUDY","Spring 2024",30002,NA,"Thesis (Biology)","[]","[]","Staff","[]","[]",NA,"Y","Biology","active",1,NA,"Year-long","N","[]","['TBD']","[]","[]","any students, new students","N","N/A",0,40,0,4
"BIPH 470 Thesis (Biology-Philosophy)","BIPH",470,"Y","Thesis (Biology-Philosophy)","BIPH 470 Y","BIPH 470 Y - Thesis (Biology-Philosophy)","Staff",NA,"TBD","0 of 10",1,"Instruction mode N/A","INDEPENDENT STUDY","Spring 2024",30697,NA,"Thesis(Biology-Philosophy)","[]","[]","Staff","[]","[]",NA,"Y","Biology/Philosophy","active",1,NA,"Year-long","N","[]","['TBD']","[]","[]","any students, new students","N","N/A",0,10,0,4
"BIPY 470 Thesis (Biology-Psych)","BIPY",470,"Y","Thesis (Biology-Psych)","BIPY 470 Y","BIPY 470 Y - Thesis (Biology-Psych)","Staff",NA,"TBD","0 of 24",1,"Instruction mode N/A","INDEPENDENT STUDY","Spring 2024",30198,NA,"Thesis(Biology-Psych)","[]","[]","Staff","[]","[]",NA,"Y","Biology/Psychology","active",1,NA,"Year-long","N","[]","['TBD']","[]","[]","any students, new students","N","N/A",0,24,0,4
"BMB 470 Thesis (Biochem/Molecular Bio)","BMB",470,"Y","Thesis (Biochem/Molecular Bio)","BMB 470 Y","BMB 470 Y - Thesis (Biochem/Molecular Bio)","Staff",NA,"TBD","0 of 24",1,"Instruction mode N/A","INDEPENDENT STUDY","Spring 2024",30023,NA,"Thesis(Biochem/Molecular Bio)","[]","[]","Staff","[]","[]",NA,"Y","Biochemistry/Molecular Biology","active",1,NA,"Year-long","N","[]","['TBD']","[]","[]","any students, new students","N","N/A",0,24,0,4
"CHEM 10 Reactor Seminar","CHEM",10,"S","Reactor Seminar","CHEM 010 S","CHEM 010 S - Reactor Seminar","Newhouse","M","19:45 - 21:00","15 of 50",0,"Instruction mode N/A","SEMINAR","Spring 2024",31221,NA,"Reactor Seminar","[]","[]","Newhouse, Jerry","[]","[]",NA,"N","Chemistry","active",0,NA,"1 semester","N","['M']","['19:45-21:00']","[]","[['Monday', '1945', '2100', None]]","any students, new students","N","N/A",15,50,0.3,0
"CHEM 102 Chemical Reactivity","CHEM",102,"S11","Chemical Reactivity","CHEM 102 S11","CHEM 102 S11 - Chemical Reactivity","El-Mansy","MWF
W","10:00 - 10:50
15:10 - 16:00","15 of 24",1,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",30203,NA,"Chemical Reactivity","[]","[]","El-Mansy, Safaa","['3', '3+']","[]",NA,"N","Chemistry","active",1,NA,"1 semester","N","['MWF', 'W']","['10:00-10:50', '15:10-16:00']","['PSYCH 105', 'CHEM 301']","[['Monday', '1000', '1050', 'PSYCH 105'], ['Wednesday', '1000', '1050', 'PSYCH 105'], ['Friday', '1000', '1050', 'PSYCH 105'], ['Wednesday', '1510', '1600', 'CHEM 301']]","any students, new students","N","In-Person Instruction Only",15,24,0.625,1
"CHEM 102 Chemical Reactivity","CHEM",102,"S12","Chemical Reactivity","CHEM 102 S12","CHEM 102 S12 - Chemical Reactivity","El-Mansy","MWF
Th","10:00 - 10:50
15:10 - 16:00","Full (no wait list available)",1,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",30301,NA,"Chemical Reactivity","[]","[]","El-Mansy, Safaa","['3', '3+']","[]",NA,"N","Chemistry","active",1,NA,"1 semester","N","['MWF', 'Th']","['10:00-10:50', '15:10-16:00']","['PSYCH 105', 'CHEM 301']","[['Monday', '1000', '1050', 'PSYCH 105'], ['Wednesday', '1000', '1050', 'PSYCH 105'], ['Friday', '1000', '1050', 'PSYCH 105'], ['Thursday', '1510', '1600', 'CHEM 301']]",NA,"N","In-Person Instruction Only",NA,NA,1,1
"CHEM 102 Chemical Reactivity","CHEM",102,"S21","Chemical Reactivity","CHEM 102 S21","CHEM 102 S21 - Chemical Reactivity","Cass","MWF
W","11:00 - 11:50
13:40 - 14:30","Full (no wait list available)",1,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",30219,NA,"Chemical Reactivity","[]","[]","Cass, Danielle","['3', '3+']","[]",NA,"N","Chemistry","active",1,NA,"1 semester","N","['MWF', 'W']","['11:00-11:50', '13:40-14:30']","['VOLLUM VLH', 'CHEM 105']","[['Monday', '1100', '1150', 'VOLLUM VLH'], ['Wednesday', '1100', '1150', 'VOLLUM VLH'], ['Friday', '1100', '1150', 'VOLLUM VLH'], ['Wednesday', '1340', '1430', 'CHEM 105']]",NA,"N","In-Person Instruction Only",NA,NA,1,1
"CHEM 102 Chemical Reactivity","CHEM",102,"S22","Chemical Reactivity","CHEM 102 S22","CHEM 102 S22 - Chemical Reactivity","Cass","MWF
W","11:00 - 11:50
15:10 - 16:00","11 of 16",1,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",30302,NA,"Chemical Reactivity","[]","[]","Cass, Danielle","['3', '3+']","[]",NA,"N","Chemistry","active",1,NA,"1 semester","N","['MWF', 'W']","['11:00-11:50', '15:10-16:00']","['VOLLUM VLH', 'CHEM 105']","[['Monday', '1100', '1150', 'VOLLUM VLH'], ['Wednesday', '1100', '1150', 'VOLLUM VLH'], ['Friday', '1100', '1150', 'VOLLUM VLH'], ['Wednesday', '1510', '1600', 'CHEM 105']]","any students, new students","N","In-Person Instruction Only",11,16,0.6875,1
"CHEM 102 Chemical Reactivity","CHEM",102,"S23","Chemical Reactivity","CHEM 102 S23","CHEM 102 S23 - Chemical Reactivity","Cass","MWF
Th","11:00 - 11:50
11:00 - 11:50","Full (no wait list available)",1,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",30303,NA,"Chemical Reactivity","[]","[]","Cass, Danielle","['3', '3+']","[]",NA,"N","Chemistry","active",1,NA,"1 semester","N","['MWF', 'Th']","['11:00-11:50', '11:00-11:50']","['VOLLUM VLH', 'CHEM 105']","[['Monday', '1100', '1150', 'VOLLUM VLH'], ['Wednesday', '1100', '1150', 'VOLLUM VLH'], ['Friday', '1100', '1150', 'VOLLUM VLH'], ['Thursday', '1100', '1150', 'CHEM 105']]",NA,"N","In-Person Instruction Only",NA,NA,1,1
"CHEM 102 Chemical Reactivity","CHEM",102,"S31","Chemical Reactivity","CHEM 102 S31","CHEM 102 S31 - Chemical Reactivity","Dannenhoffer-Lafage","MWF
Th","11:00 - 11:50
11:00 - 11:50","11 of 15",1,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",30718,NA,"Chemical Reactivity","[]","[]","Dannenhoffer-Lafage, Thomas","['3', '3+']","[]",NA,"N","Chemistry","active",1,NA,"1 semester","N","['MWF', 'Th']","['11:00-11:50', '11:00-11:50']","['BIOL 19', 'PHYSIC 122']","[['Monday', '1100', '1150', 'BIOL 19'], ['Wednesday', '1100', '1150', 'BIOL 19'], ['Friday', '1100', '1150', 'BIOL 19'], ['Thursday', '1100', '1150', 'PHYSIC 122']]","any students, new students","N","In-Person Instruction Only",11,15,0.733333333333333,1
"CHEM 102 Chemical Reactivity","CHEM",102,"S32","Chemical Reactivity","CHEM 102 S32","CHEM 102 S32 - Chemical Reactivity","Dannenhoffer-Lafage","MWF
Th","11:00 - 11:50
13:40 - 14:30","8 of 16",1,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",30719,NA,"Chemical Reactivity","[]","[]","Dannenhoffer-Lafage, Thomas","['3', '3+']","[]",NA,"N","Chemistry","active",1,NA,"1 semester","N","['MWF', 'Th']","['11:00-11:50', '13:40-14:30']","['BIOL 19', 'PHYSIC 122']","[['Monday', '1100', '1150', 'BIOL 19'], ['Wednesday', '1100', '1150', 'BIOL 19'], ['Friday', '1100', '1150', 'BIOL 19'], ['Thursday', '1340', '1430', 'PHYSIC 122']]","any students, new students","N","In-Person Instruction Only",8,16,0.5,1
"CHEM 102 Chemical Reactivity","CHEM",102,"S33","Chemical Reactivity","CHEM 102 S33","CHEM 102 S33 - Chemical Reactivity","Dannenhoffer-Lafage","MWF
Th","11:00 - 11:50
15:10 - 16:00","13 of 16",1,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",30720,NA,"Chemical Reactivity","[]","[]","Dannenhoffer-Lafage, Thomas","['3', '3+']","[]",NA,"N","Chemistry","active",1,NA,"1 semester","N","['MWF', 'Th']","['11:00-11:50', '15:10-16:00']","['BIOL 19', 'PHYSIC 122']","[['Monday', '1100', '1150', 'BIOL 19'], ['Wednesday', '1100', '1150', 'BIOL 19'], ['Friday', '1100', '1150', 'BIOL 19'], ['Thursday', '1510', '1600', 'PHYSIC 122']]","any students, new students","N","In-Person Instruction Only",13,16,0.8125,1
"CHEM 102 Chemical Reactivity: Lab","CHEM",102,"SL1","Chemical Reactivity: Lab","CHEM 102 SL1","CHEM 102 SL1 - Chemical Reactivity: Lab","Poletti","M","13:10 - 16:00","Full (no wait list available)",0,"In-Person Instruction Only","LAB","Spring 2024",30156,NA,"Chemical Reactivity: Lab","[]","[]","Poletti, Patrick","['3', '3+']","[]",NA,"N","Chemistry","active",0,NA,"1 semester","N","['M']","['13:10-16:00']","['CHEM 308']","[['Monday', '1310', '1600', 'CHEM 308']]",NA,"N","In-Person Instruction Only",NA,NA,1,1
"CHEM 102 Chemical Reactivity: Lab","CHEM",102,"SL2","Chemical Reactivity: Lab","CHEM 102 SL2","CHEM 102 SL2 - Chemical Reactivity: Lab","Poletti","Tu","9:00 - 11:50","17 of 22",0,"In-Person Instruction Only","LAB","Spring 2024",30119,NA,"Chemical Reactivity: Lab","[]","[]","Poletti, Patrick","['3', '3+']","[]",NA,"N","Chemistry","active",0,NA,"1 semester","N","['Tu']","['09:00-11:50']","['CHEM 308']","[['Tuesday', '0900', '1150', 'CHEM 308']]","any students, new students","N","In-Person Instruction Only",17,22,0.772727272727273,1
